"pID","groupID","time_point","NegativeMood","PositiveMood","PhysInt_NUM","SocInt_NUM","SalInt_Medium_Online","SalInt_Disc_Tension","SalInt_Partner_Close","SalInt_Disc_Self","SalInt_Disc_Partner","SalInt_Close","baseline_closest_deg_out_norm","covid_stress_self_nr","covid_housing_tension","covid_phys_dist_avg","baseline_income_num","baseline_educ_parents_years","baseline_college_year","baseline_gender_numeric","EMA_completion_rate"
"muri016","g2p",1,53,40,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",2,28,72,2,3,0,0,1,0,0,66,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",3,55,42,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",4,32,77,2,3,0,0,1,0,0,68,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",5,26,66,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",6,14,79,3,2,0,0,1,1,0,80,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",7,27,69,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",8,20,74,1,1,0,0,1,0,0,61,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",9,16,74,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",10,22,69,2,1,0,0,1,0,0,56,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",11,26,71,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",12,33,66,2,1,0,0,1,0,0,58,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",13,27,73,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",14,25,68,1,0,0,0,1,0,0,58,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",15,25,64,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",16,29,68,2,0,0,0,1,1,0,59,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",17,35,64,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",18,25,57,1,6,1,0,1,1,1,65,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",19,24,70,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",20,29,76,3,0,0,0,1,0,0,62,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",21,16,78,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",22,24,69,3,0,0,0,1,0,0,64,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",23,19,62,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",24,32,64,3,0,0,0,1,0,0,52,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",25,40,56,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",26,33,65,1,4,1,0,1,0,0,65,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",27,29,64,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",28,27,62,3,3,1,0,0,0,0,35,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",29,31,73,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",30,30,68,3,3,0,0,1,0,0,64,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",31,24,73,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",32,23,73,3,0,0,0,1,0,0,75,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",33,33,67,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",34,33,68,3,1,0,0,1,0,0,69,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",35,20,78,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",36,25,65,3,2,0,0,1,0,0,72,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",37,29,70,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",38,15,79,2,1,0,0,1,0,0,57,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",39,29,66,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",40,16,72,3,1,0,0,1,0,1,68,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",41,23,72,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",42,28,68,3,3,0,0,1,0,0,68,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",43,26,76,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",44,33,67,3,1,0,0,1,0,0,59,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",45,29,70,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",46,27,70,3,1,0,0,1,0,0,73,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",47,22,70,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",48,20,69,2,2,0,0,1,0,0,72,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",49,37,64,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",50,32,68,3,4,0,0,1,0,0,81,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",51,26,71,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",52,27,71,3,0,0,0,1,0,0,72,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",53,25,69,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",54,20,83,3,4,1,0,1,1,1,82,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",55,25,68,,,,,,,,,3,3,19,3.25,15,38,1,0,1
"muri016","g2p",56,33,66,3,5,0,0,1,0,0,72,3,3,19,3.25,15,38,1,0,1
"muri018","g2p",1,10,75,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",2,1,85,2,3,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",3,5,75,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",4,5,75,9,2,0,1,1,1,1,100,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",5,1,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",6,1,90,5,4,0,0,1,0,0,100,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",7,1,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",8,1,90,5,2,0,0,1,0,0,90,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",9,10,75,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",10,10,75,5,3,0,0,1,0,0,85,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",11,1,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",12,20,70,4,2,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",13,10,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",14,15,80,5,2,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",15,25,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",16,20,80,3,15,0,0,1,1,0,85,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",17,40,60,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",18,20,75,4,2,0,0,1,0,0,90,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",19,15,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",20,30,60,4,3,0,0,1,0,0,85,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",21,10,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",22,30,60,5,2,0,0,1,0,0,65,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",23,40,60,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",24,80,30,2,2,1,0,1,0,0,85,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",25,35,60,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",26,20,80,4,2,0,0,1,0,0,90,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",27,20,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",28,15,75,5,15,0,0,1,0,0,90,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",29,15,85,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",30,10,90,5,5,0,0,1,1,1,85,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",31,15,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",32,10,85,7,4,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",33,30,65,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",34,,64,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",35,20,75,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",36,,,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",37,10,85,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",38,10,80,3,1,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",39,15,75,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",40,10,80,4,2,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",41,1,90,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",42,10,75,5,15,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",43,,,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",44,,,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",45,,,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",46,40,60,4,2,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",47,65,35,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",48,30,55,5,0,0,0,1,0,0,75,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",49,10,80,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",50,,,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",51,,,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",52,30,50,2,2,0,0,1,0,0,90,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",53,40,60,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",54,30,60,4,3,0,0,1,0,0,75,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",55,25,70,,,,,,,,,19,6,20,4.25,15,36,2,0,0.88
"muri018","g2p",56,15,85,5,10,0,0,1,0,0,80,19,6,20,4.25,15,36,2,0,0.88
"muri023","g2p",1,5,90,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",2,1,95,4,2,0,0,0,1,1,64,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",3,1,91,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",4,3,85,3,5,0,0,1,1,1,79,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",5,5,100,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",6,1,82,0,1,1,0,1,0,0,51,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",7,1,100,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",8,1,100,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",9,1,86,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",10,8,92,3,0,0,0,1,1,1,100,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",11,15,78,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",12,3,92,1,0,1,0,1,0,0,72,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",13,13,100,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",14,1,81,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",15,1,100,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",16,1,92,2,0,0,0,0,0,0,56,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",17,3,100,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",18,1,100,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",19,11,94,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",20,7,94,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",21,1,99,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",22,19,84,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",23,2,85,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",24,7,84,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",25,3,95,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",26,3,87,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",27,10,82,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",28,12,99,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",29,83,31,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",30,74,21,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",31,73,21,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",32,20,24,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",33,13,21,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",34,73,17,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",35,37,72,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",36,24,85,1,0,0,0,1,0,0,78,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",37,19,76,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",38,34,80,1,0,0,0,0,0,0,78,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",39,31,82,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",40,4,77,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",41,24,77,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",42,89,14,1,4,0,1,1,0,0,1,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",43,74,78,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",44,79,15,2,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",45,84,13,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",46,,,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",47,77,77,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",48,12,58,3,0,0,0,1,0,0,100,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",49,65,30,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",50,12,92,3,0,0,0,1,0,0,100,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",51,4,85,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",52,2,86,2,0,0,0,1,0,0,81,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",53,18,81,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",54,35,82,2,2,0,0,0,0,0,78,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",55,24,81,,,,,,,,,14,3,0,4.5,15,32,2,0,0.95
"muri023","g2p",56,10,96,0,0,,0,,0,0,,14,3,0,4.5,15,32,2,0,0.95
"muri024","g2p",1,25,78,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",2,7,93,4,0,0,0,1,0,0,71,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",3,8,81,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",4,9,80,2,0,0,0,1,1,0,77,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",5,6,85,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",6,10,75,2,0,0,0,1,0,0,61,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",7,9,77,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",8,7,80,3,1,1,0,1,0,0,82,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",9,5,77,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",10,11,82,3,0,0,0,1,0,1,98,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",11,1,90,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",12,4,85,3,0,0,0,,0,0,91,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",13,9,89,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",14,9,88,3,1,1,0,1,0,0,84,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",15,7,87,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",16,9,90,3,3,0,0,1,0,0,86,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",17,14,83,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",18,7,84,3,3,0,0,1,0,0,90,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",19,13,80,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",20,17,84,2,1,1,0,1,0,0,71,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",21,7,82,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",22,7,98,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",23,24,71,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",24,6,84,4,3,0,0,1,0,0,76,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",25,12,83,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",26,14,85,6,0,0,0,1,0,0,82,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",27,16,80,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",28,16,66,0,3,1,0,1,0,0,82,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",29,11,85,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",30,10,83,3,1,0,0,1,0,0,83,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",31,10,78,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",32,14,80,0,4,1,0,1,0,0,78,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",33,21,80,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",34,17,86,3,2,0,0,1,0,0,76,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",35,7,73,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",36,17,87,4,2,0,0,1,0,0,80,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",37,12,83,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",38,10,82,0,2,1,0,1,0,0,74,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",39,10,82,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",40,5,97,4,1,0,0,1,0,0,95,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",41,9,89,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",42,5,84,2,0,0,0,1,1,1,83,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",43,10,88,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",44,14,93,0,0,,0,,0,0,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",45,12,82,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",46,10,71,3,0,0,0,1,0,0,70,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",47,10,83,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",48,10,86,0,0,,0,,0,0,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",49,13,76,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",50,11,84,0,0,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",51,15,71,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",52,11,77,3,1,0,0,1,1,1,95,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",53,13,82,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",54,14,75,3,0,0,0,1,0,0,87,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",55,11,89,,,,,,,,,3,5,21,4.25,15,36,1,0,1
"muri024","g2p",56,15,83,3,1,0,0,1,1,1,89,3,5,21,4.25,15,36,1,0,1
"muri028","g2p",1,34,64,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",2,10,74,0,10,1,0,1,1,0,32,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",3,34,66,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",4,68,29,0,0,1,0,1,0,0,17,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",5,13,67,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",6,30,61,1,1,1,0,1,0,0,67,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",7,23,60,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",8,3,67,0,1,1,0,1,1,0,70,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",9,8,69,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",10,16,64,2,2,1,0,1,0,1,60,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",11,14,68,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",12,26,62,2,1,1,0,1,1,0,71,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",13,24,67,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",14,31,63,0,2,1,0,1,0,0,77,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",15,21,66,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",16,19,61,1,1,1,0,1,1,0,59,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",17,18,59,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",18,25,66,,2,1,0,1,1,0,63,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",19,26,59,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",20,22,65,0,,0,0,,1,0,21,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",21,23,65,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",22,31,69,,1,1,0,1,1,0,75,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",23,25,68,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",24,31,58,2,2,1,0,1,1,0,63,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",25,23,61,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",26,37,63,2,2,1,0,1,1,0,36,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",27,35,62,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",28,22,63,2,2,1,0,1,1,0,81,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",29,29,62,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",30,60,36,2,2,1,0,1,1,0,63,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",31,34,60,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",32,36,58,1,1,1,0,1,1,0,74,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",33,29,65,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",34,28,63,1,1,1,0,1,1,0,69,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",35,35,67,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",36,36,61,1,1,1,0,1,1,0,61,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",37,28,59,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",38,32,56,1,1,1,0,1,1,0,68,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",39,33,64,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",40,31,63,1,1,1,0,1,1,0,64,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",41,32,54,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",42,28,70,1,1,1,0,1,1,0,64,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",43,34,64,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",44,36,62,1,1,1,0,1,1,0,65,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",45,31,68,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",46,32,60,2,2,1,0,1,1,0,75,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",47,34,62,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",48,30,68,1,1,1,0,1,1,0,73,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",49,32,61,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",50,29,79,1,1,1,0,1,1,0,69,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",51,37,55,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",52,73,14,1,1,1,0,1,1,0,72,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",53,29,73,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",54,25,73,1,1,1,0,1,1,0,72,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",55,30,63,,,,,,,,,1,5,76,4.5,20,36,2,0,0.98
"muri028","g2p",56,28,70,1,1,1,0,1,1,0,59,1,5,76,4.5,20,36,2,0,0.98
"muri035","g2p",1,54,47,,,,,,,,,1,6,45,3.5,20,40,3,0,0.23
"muri035","g2p",2,26,69,,,,,,,,,1,6,45,3.5,20,40,3,0,0.23
"muri035","g2p",3,17,77,,,,,,,,,1,6,45,3.5,20,40,3,0,0.23
"muri035","g2p",4,2,83,3,1,1,1,0,1,0,45,1,6,45,3.5,20,40,3,0,0.23
"muri035","g2p",5,37,68,,,,,,,,,1,6,45,3.5,20,40,3,0,0.23
"muri035","g2p",6,45,43,3,2,1,0,0,1,1,53,1,6,45,3.5,20,40,3,0,0.23
"muri035","g2p",7,35,49,,,,,,,,,1,6,45,3.5,20,40,3,0,0.23
"muri035","g2p",8,35,49,15,0,,0,0,0,0,39,1,6,45,3.5,20,40,3,0,0.23
